gene,go
MSTRG.2080.2.p1,GO:0046872
MSTRG.2085.1.p1,GO:0005840
MSTRG.2085.1.p1,GO:0003735
MSTRG.2085.1.p1,GO:0006412
MSTRG.2087.1.p1,GO:0030246
MSTRG.2089.1.p1,GO:0007186
MSTRG.2089.1.p1,GO:0005000
MSTRG.2089.1.p1,GO:0016021
MSTRG.2091.3.p1,GO:0005515
MSTRG.2092.1.p1,GO:0061630
MSTRG.2092.1.p1,GO:0072344
MSTRG.2094.1.p1,GO:0003924
MSTRG.2094.1.p1,GO:0005525
MSTRG.2095.4.p1,GO:0003700
MSTRG.2095.4.p1,GO:0008270
MSTRG.2095.4.p1,GO:0043565
MSTRG.2095.4.p1,GO:0006355
MSTRG.2102.1.p1,GO:0003756
MSTRG.2104.1.p1,GO:0005840
MSTRG.2104.1.p1,GO:0003735
MSTRG.2104.1.p1,GO:0006412
MSTRG.2106.4.p1,GO:0008289
MSTRG.2106.4.p1,GO:0006869
MSTRG.2106.4.p1,GO:0061817
MSTRG.2107.5.p1,GO:0016020
MSTRG.2107.5.p1,GO:0006658
MSTRG.2107.5.p1,GO:0006665
MSTRG.2109.10.p1,GO:0004452
MSTRG.2109.10.p1,GO:0008299
MSTRG.2110.2.p1,GO:0008484
MSTRG.2112.5.p1,GO:0061630
MSTRG.2113.1.p1,GO:0000172
MSTRG.2113.1.p1,GO:0001682
MSTRG.2113.1.p1,GO:0030677
MSTRG.2113.1.p1,GO:0033204
MSTRG.2114.1.p1,GO:0032051
MSTRG.2114.1.p1,GO:0016192
MSTRG.2114.1.p1,GO:0030130
MSTRG.2114.1.p1,GO:0005198
MSTRG.2114.1.p1,GO:0030132
MSTRG.2114.1.p1,GO:0006886
MSTRG.2114.1.p1,GO:0071439
MSTRG.2116.7.p1,GO:0003723
MSTRG.2117.1.p1,GO:0005739
MSTRG.2117.1.p1,GO:0003735
MSTRG.2118.1.p1,GO:0003676
MSTRG.2118.1.p1,GO:0005524
MSTRG.2118.1.p1,GO:0004813
MSTRG.2118.1.p1,GO:0005737
MSTRG.2118.1.p1,GO:0006419
MSTRG.2119.2.p1,GO:0000287
MSTRG.2119.2.p1,GO:0003924
MSTRG.2119.2.p1,GO:0005525
MSTRG.2120.1.p1,GO:0005515
MSTRG.2120.1.p1,GO:0046872
MSTRG.2121.1.p1,GO:0048188
MSTRG.2121.1.p1,GO:0005515
MSTRG.2128.1.p1,GO:0003777
MSTRG.2128.1.p1,GO:0005524
MSTRG.2128.1.p1,GO:0008017
MSTRG.2128.1.p1,GO:0007018
MSTRG.2129.1.p1,GO:0019843
MSTRG.2129.1.p1,GO:0006364
MSTRG.2133.1.p1,GO:0004359
MSTRG.2133.1.p1,GO:0005524
MSTRG.2133.1.p1,GO:0003952
MSTRG.2133.1.p1,GO:0005737
MSTRG.2133.1.p1,GO:0009435
MSTRG.2134.1.p1,GO:0004497
MSTRG.2134.1.p1,GO:0005506
MSTRG.2134.1.p1,GO:0016705
MSTRG.2134.1.p1,GO:0020037
MSTRG.2135.1.p1,GO:0005634
MSTRG.2135.1.p1,GO:0008270
MSTRG.2138.1.p1,GO:0003735
MSTRG.2138.1.p1,GO:0005840
MSTRG.2138.1.p1,GO:0006414
MSTRG.2140.2.p1,GO:0019904
MSTRG.2142.1.p1,GO:0005789
MSTRG.2143.2.p1,GO:0004842
MSTRG.2143.2.p1,GO:0005515
MSTRG.2145.2.p1,GO:0043066
MSTRG.2146.1.p1,GO:0032007
MSTRG.2147.1.p1,GO:0003723
MSTRG.2147.1.p1,GO:0005515
MSTRG.2147.1.p1,GO:0004525
MSTRG.2147.1.p1,GO:0031054
MSTRG.2147.1.p1,GO:0030422
MSTRG.2149.10.p1,GO:0016020
MSTRG.2149.10.p1,GO:0007275
MSTRG.2149.10.p1,GO:0009966
MSTRG.2151.10.p1,GO:0005634
MSTRG.2151.10.p1,GO:0008270
MSTRG.2152.1.p1,GO:0003924
MSTRG.2152.1.p1,GO:0005525
MSTRG.2154.1.p1,GO:0008194
MSTRG.2155.1.p1,GO:0004252
MSTRG.2155.1.p1,GO:0006508
MSTRG.2157.1.p1,GO:0008318
MSTRG.2157.1.p1,GO:0005515
MSTRG.2157.1.p1,GO:0005968
MSTRG.2157.1.p1,GO:0018344
MSTRG.2158.1.p1,GO:0003677
MSTRG.2158.1.p1,GO:0005085
MSTRG.2158.1.p1,GO:0008270
MSTRG.2158.1.p1,GO:0016192
MSTRG.2159.1.p1,GO:0003723
MSTRG.2159.1.p1,GO:0000398
MSTRG.2160.3.p1,GO:0005524
MSTRG.2160.3.p1,GO:0008017
MSTRG.2160.3.p1,GO:0008568
MSTRG.2160.3.p1,GO:0016887
MSTRG.2160.3.p1,GO:0051013
MSTRG.2161.1.p1,GO:0003723
MSTRG.2162.1.p1,GO:0005515
MSTRG.2163.1.p1,GO:0004656
MSTRG.2163.1.p1,GO:0031418
MSTRG.2163.1.p1,GO:0005515
MSTRG.2163.1.p1,GO:0005506
MSTRG.2163.1.p1,GO:0005783
MSTRG.2164.1.p1,GO:0004386
MSTRG.2166.1.p1,GO:0004735
MSTRG.2166.1.p1,GO:0006561
MSTRG.2167.1.p1,GO:0090730
MSTRG.2167.1.p1,GO:0004519
MSTRG.2167.1.p1,GO:0006364
MSTRG.2168.1.p1,GO:0005515
MSTRG.2169.3.p1,GO:0008270
MSTRG.2169.3.p1,GO:0045131
MSTRG.2169.3.p1,GO:0000398
MSTRG.217.2.p1,GO:0004843
MSTRG.217.2.p1,GO:0016579
MSTRG.2170.1.p1,GO:0006120
MSTRG.2171.2.p1,GO:0005868
MSTRG.2171.2.p1,GO:0005515
MSTRG.2171.2.p1,GO:0007018
MSTRG.2172.2.p1,GO:0003824
MSTRG.2172.2.p1,GO:0009116
MSTRG.2173.2.p1,GO:0022857
MSTRG.2173.2.p1,GO:0055085
MSTRG.2174.1.p1,GO:0003886
MSTRG.2174.1.p1,GO:0005634
MSTRG.2174.1.p1,GO:0003677
MSTRG.2174.1.p1,GO:0008270
MSTRG.2174.1.p1,GO:0090116
MSTRG.2174.1.p1,GO:0003682
MSTRG.2175.2.p1,GO:0016747
MSTRG.2177.2.p1,GO:0003723
MSTRG.2179.1.p1,GO:0072487
MSTRG.2179.1.p1,GO:0004402
MSTRG.2179.1.p1,GO:0006355
MSTRG.2179.1.p1,GO:0016573
MSTRG.218.2.p1,GO:0016021
MSTRG.2180.4.p1,GO:0022604
MSTRG.2180.4.p1,GO:0003779
MSTRG.2180.4.p1,GO:0031267
MSTRG.2180.4.p1,GO:0030036
MSTRG.2181.1.p1,GO:0001664
MSTRG.2181.1.p1,GO:0007186
MSTRG.2181.1.p1,GO:0003924
MSTRG.2181.1.p1,GO:0019001
MSTRG.2181.1.p1,GO:0007266
MSTRG.2181.1.p1,GO:0031683
MSTRG.219.3.p1,GO:0030170
MSTRG.219.3.p1,GO:0019752
MSTRG.219.3.p1,GO:0016830
MSTRG.2193.1.p1,GO:0005634
MSTRG.2193.1.p1,GO:0003723
MSTRG.2193.1.p1,GO:0006397
MSTRG.2196.2.p1,GO:0005515
MSTRG.2198.2.p1,GO:0006629
MSTRG.2198.2.p1,GO:0004806
MSTRG.2199.2.p1,GO:0005856
MSTRG.2199.2.p1,GO:0005515
MSTRG.2199.2.p1,GO:0007165
MSTRG.220.1.p1,GO:0005840
MSTRG.220.1.p1,GO:0003735
MSTRG.220.1.p1,GO:0006412
MSTRG.2200.1.p1,GO:0006506
MSTRG.2200.1.p1,GO:0000506
MSTRG.2200.1.p1,GO:0017176
MSTRG.2201.4.p1,GO:0005515
MSTRG.2202.2.p1,GO:0004672
MSTRG.2202.2.p1,GO:0005524
MSTRG.2202.2.p1,GO:0006468
MSTRG.2205.2.p1,GO:0005515
MSTRG.2205.2.p1,GO:0007165
MSTRG.2208.1.p1,GO:0016020
MSTRG.2208.1.p1,GO:0005524
MSTRG.2208.1.p1,GO:0140359
MSTRG.2210.1.p1,GO:0016301
MSTRG.2210.1.p1,GO:0046854
MSTRG.2210.1.p1,GO:0048015
MSTRG.2211.1.p1,GO:0016021
MSTRG.2213.1.p1,GO:0005524
MSTRG.2213.1.p1,GO:0003989
MSTRG.2213.1.p1,GO:0046872
MSTRG.2213.1.p1,GO:0006633
MSTRG.2214.1.p1,GO:0005515
MSTRG.2214.1.p1,GO:0035091
MSTRG.2214.1.p1,GO:0007165
MSTRG.2215.1.p1,GO:0005515
MSTRG.2217.4.p1,GO:0003677
MSTRG.2217.4.p1,GO:0006355
MSTRG.2218.1.p1,GO:0016021
MSTRG.2218.1.p1,GO:0016485
MSTRG.2220.6.p1,GO:0003700
MSTRG.2220.6.p1,GO:0043565
MSTRG.2220.6.p1,GO:0006355
MSTRG.2229.1.p1,GO:0005515
MSTRG.2230.1.p1,GO:0030328
MSTRG.2230.1.p1,GO:0001735
MSTRG.2232.1.p1,GO:0003824
MSTRG.2232.1.p1,GO:0030170
MSTRG.2232.1.p1,GO:0019346
MSTRG.2234.2.p1,GO:0005515
MSTRG.2236.1.p1,GO:0005515
MSTRG.2239.1.p1,GO:0005978
MSTRG.2239.1.p1,GO:0005980
MSTRG.2239.1.p1,GO:0004135
MSTRG.2239.1.p1,GO:0004134
MSTRG.224.1.p1,GO:0004842
MSTRG.224.1.p1,GO:0005515
MSTRG.2240.1.p1,GO:0060090
MSTRG.2240.1.p1,GO:0043248
MSTRG.2241.1.p1,GO:0003723
MSTRG.2242.1.p1,GO:0016021
MSTRG.2242.1.p1,GO:0009922
MSTRG.2244.1.p1,GO:0016020
MSTRG.2244.1.p1,GO:0022857
MSTRG.2244.1.p1,GO:0055085
MSTRG.2245.1.p1,GO:0005576
MSTRG.2245.1.p1,GO:0008061
MSTRG.2246.1.p1,GO:0005576
MSTRG.2246.1.p1,GO:0008061
MSTRG.2251.1.p1,GO:0000184
MSTRG.2254.2.p1,GO:0046983
MSTRG.2257.1.p1,GO:0005524
MSTRG.2258.1.p1,GO:0005515
MSTRG.2258.1.p1,GO:0007165
MSTRG.2259.1.p1,GO:0016298
MSTRG.2259.1.p1,GO:0006629
MSTRG.2261.13.p1,GO:0005085
MSTRG.2262.3.p1,GO:0010349
MSTRG.2263.1.p1,GO:0005515
MSTRG.2267.3.p1,GO:0006355
MSTRG.2268.1.p1,GO:0000139
MSTRG.2268.1.p1,GO:0005801
MSTRG.2268.1.p1,GO:0016021
MSTRG.2268.1.p1,GO:0006888
MSTRG.2269.1.p1,GO:0005515
MSTRG.2270.1.p1,GO:0005680
MSTRG.2271.1.p1,GO:0016021
MSTRG.2271.1.p1,GO:0004252
MSTRG.2272.1.p1,GO:0070006
MSTRG.228.4.p1,GO:0005515
MSTRG.2281.1.p1,GO:0005524
MSTRG.2281.1.p1,GO:0005737
MSTRG.2281.1.p1,GO:0004827
MSTRG.2281.1.p1,GO:0006433
MSTRG.2284.1.p1,GO:0003690
MSTRG.2284.1.p1,GO:0006355
MSTRG.2285.12.p1,GO:0005515
MSTRG.2286.2.p1,GO:0008236
MSTRG.2286.2.p1,GO:0006508
MSTRG.2287.1.p1,GO:0008236
MSTRG.2287.1.p1,GO:0006508
MSTRG.2289.1.p1,GO:0001228
MSTRG.2289.1.p1,GO:0003677
MSTRG.2289.1.p1,GO:0006355
MSTRG.2290.2.p1,GO:0000045
MSTRG.2290.2.p1,GO:0000422
MSTRG.2294.4.p1,GO:0001784
MSTRG.2294.4.p1,GO:0005085
MSTRG.2294.4.p1,GO:0007264
MSTRG.2295.1.p1,GO:0004864
MSTRG.2295.1.p1,GO:0009966
MSTRG.2295.1.p1,GO:0043666
MSTRG.2296.1.p1,GO:0001522
MSTRG.2296.1.p1,GO:0003723
MSTRG.2296.1.p1,GO:0009982
MSTRG.2297.1.p1,GO:0004965
MSTRG.2297.1.p1,GO:0007186
MSTRG.2297.1.p1,GO:0016021
MSTRG.2298.1.p1,GO:0005515
MSTRG.23.17.p1,GO:0006508
MSTRG.23.17.p1,GO:0004222
MSTRG.2300.1.p1,GO:0006123
MSTRG.2300.1.p1,GO:0005751
MSTRG.2301.3.p1,GO:0005515
MSTRG.2304.4.p1,GO:0031515
MSTRG.2304.4.p1,GO:0030488
MSTRG.2305.1.p1,GO:0031515
MSTRG.2305.1.p1,GO:0030488
MSTRG.2307.1.p1,GO:0005634
MSTRG.2307.1.p1,GO:0003676
MSTRG.2307.1.p1,GO:0003700
MSTRG.2307.1.p1,GO:0008270
MSTRG.2309.1.p1,GO:0005848
MSTRG.2309.1.p1,GO:0005515
MSTRG.2309.1.p1,GO:0031124
MSTRG.2311.2.p1,GO:0003785
MSTRG.2311.2.p1,GO:0007015
MSTRG.2312.12.p1,GO:0003723
MSTRG.2314.1.p1,GO:0016887
MSTRG.2314.1.p1,GO:0006281
MSTRG.2314.1.p1,GO:0003677
MSTRG.2314.1.p1,GO:0005524
MSTRG.2314.1.p1,GO:0006338
MSTRG.2314.1.p1,GO:0006351
MSTRG.2314.1.p1,GO:0140658
MSTRG.2314.1.p1,GO:0031011
MSTRG.2316.1.p1,GO:0007219
MSTRG.2316.1.p1,GO:0007275
MSTRG.2316.1.p1,GO:0005509
MSTRG.2316.1.p1,GO:0016021
MSTRG.2320.2.p1,GO:0004601
MSTRG.2320.2.p1,GO:0020037
MSTRG.2320.2.p1,GO:0006979
MSTRG.2325.2.p1,GO:0008272
MSTRG.2325.2.p1,GO:0008271
MSTRG.2325.2.p1,GO:0055085
MSTRG.2325.2.p1,GO:0016021
MSTRG.2326.4.p1,GO:0008272
MSTRG.2326.4.p1,GO:0008271
MSTRG.2326.4.p1,GO:0055085
MSTRG.2326.4.p1,GO:0016021
MSTRG.2327.1.p1,GO:0005524
MSTRG.2327.1.p1,GO:0005737
MSTRG.2327.1.p1,GO:0006012
MSTRG.2327.1.p1,GO:0046835
MSTRG.2327.1.p1,GO:0004335
MSTRG.2329.1.p1,GO:0005634
MSTRG.2329.1.p1,GO:0003723
MSTRG.2329.1.p1,GO:0006397
MSTRG.2331.1.p1,GO:0006355
MSTRG.2332.4.p1,GO:0006813
MSTRG.2332.4.p1,GO:0005249
MSTRG.2332.4.p1,GO:0055085
MSTRG.2332.4.p1,GO:0016020
MSTRG.2333.3.p1,GO:0016021
MSTRG.2333.3.p1,GO:0008146
MSTRG.2334.10.p1,GO:0005524
MSTRG.2334.10.p1,GO:0005525
MSTRG.2334.10.p1,GO:0016887
MSTRG.2339.6.p1,GO:0005515
MSTRG.2341.2.p1,GO:0016021
MSTRG.2341.2.p1,GO:0008521
MSTRG.2342.5.p1,GO:0016020
MSTRG.2342.5.p1,GO:0022857
MSTRG.2342.5.p1,GO:0055085
MSTRG.2345.2.p1,GO:0004672
MSTRG.2345.2.p1,GO:0005524
MSTRG.2345.2.p1,GO:0006468
MSTRG.2347.1.p1,GO:0008305
MSTRG.2347.1.p1,GO:0007155
MSTRG.2348.1.p1,GO:0005515
MSTRG.2349.5.p1,GO:0031251
MSTRG.2349.5.p1,GO:0003676
MSTRG.2349.5.p1,GO:0004535
MSTRG.2349.5.p1,GO:0005515
MSTRG.2349.5.p1,GO:0000289
MSTRG.2349.5.p1,GO:0006397
MSTRG.235.1.p1,GO:0005576
MSTRG.235.1.p1,GO:0008061
MSTRG.2351.10.p1,GO:0005515
MSTRG.2352.1.p1,GO:0004556
MSTRG.2352.1.p1,GO:0005975
MSTRG.2352.1.p1,GO:0043169
MSTRG.2358.1.p1,GO:0005634
MSTRG.2358.1.p1,GO:0003700
MSTRG.2358.1.p1,GO:0045893
MSTRG.236.1.p1,GO:0004198
MSTRG.236.1.p1,GO:0006508
MSTRG.2363.5.p1,GO:0004497
MSTRG.2363.5.p1,GO:0005506
MSTRG.2363.5.p1,GO:0016705
MSTRG.2363.5.p1,GO:0020037
MSTRG.2364.1.p1,GO:0005737
MSTRG.2364.1.p1,GO:0005524
MSTRG.2364.1.p1,GO:0016887
MSTRG.2364.1.p1,GO:0036402
MSTRG.2364.1.p1,GO:0030163
MSTRG.2365.1.p1,GO:0016787
MSTRG.237.1.p1,GO:0070573
MSTRG.237.1.p1,GO:0006508
MSTRG.2370.1.p1,GO:0003676
MSTRG.2370.1.p1,GO:0008270
MSTRG.2371.2.p1,GO:0003755
MSTRG.2371.2.p1,GO:0005515
MSTRG.2374.2.p1,GO:0005515
MSTRG.2375.1.p1,GO:0004252
MSTRG.2375.1.p1,GO:0006508
MSTRG.2377.1.p1,GO:0005576
MSTRG.2377.1.p1,GO:0008061
MSTRG.2378.1.p1,GO:0005576
MSTRG.2378.1.p1,GO:0008061
MSTRG.2379.1.p1,GO:0030131
MSTRG.2379.1.p1,GO:0006886
MSTRG.2379.1.p1,GO:0016192
MSTRG.2380.2.p1,GO:0003677
MSTRG.2380.2.p1,GO:0005515
MSTRG.2383.1.p1,GO:0016021
MSTRG.2383.1.p1,GO:0004930
MSTRG.2383.1.p1,GO:0007186
MSTRG.2385.1.p1,GO:0003676
MSTRG.2385.1.p1,GO:0004386
MSTRG.2385.1.p1,GO:0005524
MSTRG.2387.1.p1,GO:0008236
MSTRG.2387.1.p1,GO:0006508
MSTRG.2389.11.p1,GO:0005515
MSTRG.2392.1.p1,GO:0005856
MSTRG.2392.1.p1,GO:0008092
MSTRG.2393.1.p1,GO:0004497
MSTRG.2393.1.p1,GO:0005506
MSTRG.2393.1.p1,GO:0016705
MSTRG.2393.1.p1,GO:0020037
MSTRG.2394.1.p1,GO:0003676
MSTRG.2394.1.p1,GO:0003724
MSTRG.2394.1.p1,GO:0005524
MSTRG.2396.1.p1,GO:0004672
MSTRG.2396.1.p1,GO:0005524
MSTRG.2396.1.p1,GO:0006468
MSTRG.2397.17.p1,GO:0005515
MSTRG.2399.1.p1,GO:0005524
MSTRG.2399.1.p1,GO:0046872
MSTRG.2399.1.p1,GO:0006464
MSTRG.2401.1.p1,GO:0023052
MSTRG.2402.1.p1,GO:0031418
MSTRG.2402.1.p1,GO:0005506
MSTRG.2402.1.p1,GO:0016706
MSTRG.2404.2.p1,GO:0061929
MSTRG.2406.2.p1,GO:0004181
MSTRG.2406.2.p1,GO:0008270
MSTRG.2406.2.p1,GO:0006508
MSTRG.2407.1.p1,GO:0009055
MSTRG.2408.2.p1,GO:0005515
MSTRG.2409.1.p1,GO:0000987
MSTRG.2409.1.p1,GO:0046983
MSTRG.2409.1.p1,GO:0045944
MSTRG.2409.1.p1,GO:0000981
MSTRG.2411.1.p1,GO:0016592
MSTRG.2413.1.p1,GO:0005509
MSTRG.2413.1.p1,GO:0030178
MSTRG.2415.2.p1,GO:0070897
MSTRG.2415.2.p1,GO:0017025
MSTRG.2419.2.p1,GO:0005858
MSTRG.2419.2.p1,GO:0070286
MSTRG.2422.1.p1,GO:0005515
MSTRG.2425.3.p1,GO:0004222
MSTRG.2427.2.p1,GO:0016020
MSTRG.2427.2.p1,GO:0005247
MSTRG.2427.2.p1,GO:0006821
MSTRG.2427.2.p1,GO:0055085
MSTRG.2428.9.p1,GO:0004077
MSTRG.2428.9.p1,GO:0006464
MSTRG.2429.1.p1,GO:0008168
MSTRG.243.2.p1,GO:0003924
MSTRG.243.2.p1,GO:0005525
MSTRG.2431.1.p1,GO:0004803
MSTRG.2431.1.p1,GO:0006313
MSTRG.2432.3.p1,GO:0000287
MSTRG.2432.3.p1,GO:0005524
MSTRG.2432.3.p1,GO:0007165
MSTRG.2432.3.p1,GO:0004709
MSTRG.2432.3.p1,GO:0006468
MSTRG.2437.2.p1,GO:0004843
MSTRG.2437.2.p1,GO:0005509
MSTRG.2437.2.p1,GO:1990380
MSTRG.2437.2.p1,GO:0071108
MSTRG.2438.2.p1,GO:0016593
MSTRG.2438.2.p1,GO:0006368
MSTRG.2438.2.p1,GO:0016570
MSTRG.244.2.p1,GO:0003723
MSTRG.2441.1.p1,GO:0009055
MSTRG.2441.1.p1,GO:0050660
MSTRG.2444.1.p1,GO:0016616
MSTRG.2445.1.p1,GO:0005515
MSTRG.2445.1.p1,GO:0006886
MSTRG.2445.1.p1,GO:0016192
MSTRG.2446.3.p1,GO:0003779
MSTRG.2446.3.p1,GO:0005200
MSTRG.2446.3.p1,GO:0005543
MSTRG.2446.3.p1,GO:0008091
MSTRG.2447.1.p1,GO:0016021
MSTRG.2447.1.p1,GO:0005515
MSTRG.2453.1.p1,GO:0019773
MSTRG.2453.1.p1,GO:0006511
MSTRG.2454.1.p1,GO:0016021
MSTRG.2454.1.p1,GO:0004930
MSTRG.2454.1.p1,GO:0007186
MSTRG.2456.1.p1,GO:0008194
MSTRG.2457.2.p1,GO:0005524
MSTRG.2457.2.p1,GO:0004713
MSTRG.2457.2.p1,GO:0005515
MSTRG.2457.2.p1,GO:0006468
MSTRG.2458.1.p1,GO:0008081
MSTRG.2458.1.p1,GO:0006629
MSTRG.246.1.p1,GO:0006270
MSTRG.246.1.p1,GO:0005634
MSTRG.246.1.p1,GO:0003690
MSTRG.246.1.p1,GO:0003697
MSTRG.2460.1.p1,GO:0003677
MSTRG.2461.1.p1,GO:0003677
MSTRG.2462.1.p1,GO:0003676
MSTRG.2462.1.p1,GO:0016779
MSTRG.2464.1.p1,GO:0005524
MSTRG.2464.1.p1,GO:0004712
MSTRG.2464.1.p1,GO:0046777
MSTRG.2466.1.p1,GO:0032324
MSTRG.2467.1.p1,GO:0060964
MSTRG.247.1.p1,GO:0003747
MSTRG.247.1.p1,GO:0006415
MSTRG.2470.25.p1,GO:0016020
MSTRG.2470.25.p1,GO:0031267
MSTRG.2470.25.p1,GO:0006887
MSTRG.2474.1.p1,GO:0000154
MSTRG.2474.1.p1,GO:0000179
MSTRG.2475.1.p1,GO:0005085
MSTRG.2476.6.p1,GO:0004867
MSTRG.2479.1.p1,GO:0003743
MSTRG.2479.1.p1,GO:0005852
MSTRG.248.1.p1,GO:0016020
MSTRG.2480.1.p1,GO:0046872
MSTRG.2481.1.p1,GO:0003676
MSTRG.2481.1.p1,GO:0006370
MSTRG.2481.1.p1,GO:0004483
MSTRG.2481.1.p1,GO:0080009
MSTRG.2482.2.p1,GO:0005737
MSTRG.2483.1.p1,GO:0005524
MSTRG.2483.1.p1,GO:0140662
MSTRG.2485.1.p1,GO:0016491
MSTRG.2486.1.p1,GO:0032300
MSTRG.2486.1.p1,GO:0005524
MSTRG.2486.1.p1,GO:0016887
MSTRG.2486.1.p1,GO:0030983
MSTRG.2486.1.p1,GO:0140664
MSTRG.2486.1.p1,GO:0006298
MSTRG.2487.1.p1,GO:0005515
MSTRG.2490.1.p1,GO:0016020
MSTRG.2490.1.p1,GO:0030166
MSTRG.2490.1.p1,GO:0030158
MSTRG.2493.3.p1,GO:0003676
MSTRG.2493.3.p1,GO:0008270
MSTRG.2493.3.p1,GO:0016779
MSTRG.2494.3.p1,GO:0005515
MSTRG.2498.7.p1,GO:0004514
MSTRG.2498.7.p1,GO:0004516
MSTRG.2498.7.p1,GO:0009435
MSTRG.25.4.p1,GO:0006508
MSTRG.25.4.p1,GO:0004222
MSTRG.2501.3.p1,GO:0004518
MSTRG.2503.1.p1,GO:0005634
MSTRG.2503.1.p1,GO:0003700
MSTRG.2503.1.p1,GO:0045893
MSTRG.251.3.p1,GO:0006506
MSTRG.251.3.p1,GO:0051377
MSTRG.2510.5.p1,GO:0005524
MSTRG.2510.5.p1,GO:0004713
MSTRG.2510.5.p1,GO:0005515
MSTRG.2510.5.p1,GO:0006468
MSTRG.2512.1.p1,GO:0009055
MSTRG.2512.1.p1,GO:0020037
MSTRG.2517.1.p1,GO:0005515
MSTRG.2518.5.p1,GO:0005515
MSTRG.252.7.p1,GO:0008180
MSTRG.252.7.p1,GO:0010387
MSTRG.2520.1.p1,GO:0016021
MSTRG.2520.1.p1,GO:0009922
MSTRG.2523.1.p1,GO:0016021
MSTRG.2523.1.p1,GO:0009922
MSTRG.2524.1.p1,GO:0016021
MSTRG.2524.1.p1,GO:0009922
MSTRG.2528.1.p1,GO:0005975
MSTRG.2528.1.p1,GO:0004563
MSTRG.2529.1.p1,GO:0009190
MSTRG.2529.1.p1,GO:0035556
MSTRG.253.1.p1,GO:0016021
MSTRG.253.1.p1,GO:0004930
MSTRG.253.1.p1,GO:0007186
MSTRG.2547.1.p1,GO:0022857
MSTRG.2547.1.p1,GO:0055085
MSTRG.2549.1.p1,GO:0016020
MSTRG.2549.1.p1,GO:0004252
MSTRG.2549.1.p1,GO:0005515
MSTRG.2549.1.p1,GO:0006508
MSTRG.2550.4.p1,GO:0005869
MSTRG.2550.4.p1,GO:0061640
MSTRG.2551.2.p1,GO:0003677
MSTRG.2554.2.p1,GO:0016787
MSTRG.2555.1.p1,GO:0003746
MSTRG.2555.1.p1,GO:0006414
MSTRG.2556.4.p1,GO:0003755
MSTRG.2556.4.p1,GO:0005515
MSTRG.2556.4.p1,GO:0000413
MSTRG.2557.1.p1,GO:0003924
MSTRG.2557.1.p1,GO:0005525
MSTRG.2559.1.p1,GO:0003723
MSTRG.2563.1.p1,GO:0016021
MSTRG.2563.1.p1,GO:0005524
MSTRG.2563.1.p1,GO:0140359
MSTRG.2563.1.p1,GO:0055085
MSTRG.2565.2.p1,GO:0005840
MSTRG.2565.2.p1,GO:0003735
MSTRG.2565.2.p1,GO:0006412
MSTRG.2568.1.p1,GO:0004888
MSTRG.2568.1.p1,GO:0045211
MSTRG.2568.1.p1,GO:0022848
MSTRG.2568.1.p1,GO:0034220
MSTRG.2568.1.p1,GO:0016021
MSTRG.2569.1.p1,GO:0004888
MSTRG.2569.1.p1,GO:0045211
MSTRG.2569.1.p1,GO:0022848
MSTRG.2569.1.p1,GO:0034220
MSTRG.2569.1.p1,GO:0016021
MSTRG.257.2.p1,GO:0003677
MSTRG.257.2.p1,GO:0003700
MSTRG.257.2.p1,GO:0006355
MSTRG.2573.2.p1,GO:0006862
MSTRG.2573.2.p1,GO:0055085
MSTRG.2574.1.p1,GO:0016887
MSTRG.2574.1.p1,GO:0000287
MSTRG.2574.1.p1,GO:0005524
MSTRG.2574.1.p1,GO:0140326
MSTRG.2574.1.p1,GO:0016021
MSTRG.2574.1.p1,GO:0015914
MSTRG.2576.1.p1,GO:0004594
MSTRG.2576.1.p1,GO:0005524
MSTRG.2576.1.p1,GO:0015937
MSTRG.2578.1.p1,GO:0070072
MSTRG.258.1.p1,GO:0003677
MSTRG.258.1.p1,GO:0046983
MSTRG.258.1.p1,GO:0006355
MSTRG.2582.1.p1,GO:0005637
MSTRG.2582.1.p1,GO:0003676
MSTRG.2582.1.p1,GO:0006997
MSTRG.2582.1.p1,GO:1902531
MSTRG.2586.1.p1,GO:0004672
MSTRG.2586.1.p1,GO:0005515
MSTRG.2586.1.p1,GO:0005524
MSTRG.2586.1.p1,GO:0006468
MSTRG.2589.1.p1,GO:0008270
MSTRG.2590.2.p1,GO:0003723
MSTRG.2590.2.p1,GO:0005847
MSTRG.2590.2.p1,GO:0006378
MSTRG.2591.1.p1,GO:0005576
MSTRG.2591.1.p1,GO:0008061
MSTRG.2593.12.p1,GO:0005515
MSTRG.26.1.p1,GO:0005085
MSTRG.2601.1.p1,GO:0009058
MSTRG.2601.1.p1,GO:0016742
MSTRG.2602.4.p1,GO:0016491
MSTRG.2603.1.p1,GO:0016491
MSTRG.2605.1.p1,GO:0003676
MSTRG.2605.1.p1,GO:0008408
MSTRG.2605.1.p1,GO:0006139
MSTRG.2606.1.p1,GO:0005515
MSTRG.2608.3.p1,GO:0005524
MSTRG.2608.3.p1,GO:0006436
MSTRG.2608.3.p1,GO:0004830
MSTRG.2609.1.p1,GO:0005739
MSTRG.2609.1.p1,GO:0016491
MSTRG.2610.7.p1,GO:0005515
MSTRG.2610.7.p1,GO:0090630
MSTRG.2610.7.p1,GO:0007264
MSTRG.2610.7.p1,GO:0005085
MSTRG.2612.1.p1,GO:0016021
MSTRG.2612.1.p1,GO:0005319
